,zl,m_h,m_acc,e_h,p_h,con,m_g,e_g,p_g,tb,vel_disp
107000,4.357,341979400000.0,0.0,0.1625734,-147.6231,2.019011,2812164000.0,0.192467,-96.25973,0.05727334,61.56593235208109
107100,4.409,293089300000.0,0.0,0.2068058,-115.8517,4.160271,2504758000.0,0.07787398,-52.58656,0.1120606,78.03906156111151
107200,4.464,148936100000.0,0.0,0.3171506,-100.3326,3.792571,653409500.0,0.1820441,-95.4635,0.1633842,69.2273938145913
107300,4.519,397191500000.0,0.0,0.2690378,136.3527,4.569696,4901935000.0,0.06466196,140.6031,0.1213564,93.61558284466152
107400,4.582,233345800000.0,0.0,0.2873588,-64.8167,3.69272,1997934000.0,0.2585635,-98.04532,0.1247523,73.40443502705946
107500,4.642,137088200000.0,0.0,0.2344204,114.257,3.183937,733903800.0,0.5422584,65.53684,0.04317626,46.8445540374613
107600,4.706,238781100000.0,0.0,0.2090876,-95.90904,3.814975,1622804000.0,0.444402,-101.8115,0.182465,83.18449823863538
107700,4.777,948418500000.0,0.0,0.3149272,114.3421,5.547082,20993220000.0,0.1752821,60.85211,0.1570911,148.12471699689564
107800,4.854,243220400000.0,0.0,0.2455692,140.739,2.531397,1950160000.0,0.5006034,41.14004,0.09801831,62.41331366964428
107900,4.94,159587900000.0,0.0,0.3145036,156.7884,3.633709,1074925000.0,0.4095081,159.8214,0.08939003,62.18322813057028
108000,0.161,252348100000.0,0.0,0.3382616,-44.65944,12.02293,5044537000.0,0.2309588,-82.0673,0.17204,67.0191182881911
108100,0.271,103752800000.0,0.0,0.5524619,-165.6742,15.39969,900464200.0,0.3147712,-122.5298,0.1494205,44.46856589800633
108200,0.331,3749730000000.0,0.0,0.4383292,-63.03177,5.534084,89878600000.0,0.2492666,-84.61395,0.1330525,214.2080581048169
108300,0.378,2415461000000.0,0.0,0.320354,59.81663,7.246243,73122900000.0,0.4912122,40.70671,0.06752947,257.46294673190334
108400,0.414,158124800000.0,0.0,0.2651151,6.615103,4.060282,1142096000.0,0.3105921,45.69842,0.1270984,30.86224249176241
108500,0.451,116144900000.0,0.0,0.1176478,100.2731,18.63572,744414600.0,0.3575395,127.6357,0.1353624,54.34414383198805
108600,0.482,240990500000.0,0.0,0.2570586,161.0748,10.01146,3263565000.0,0.3491225,164.139,0.08034525,57.35992404061941
108700,0.511,119674100000.0,0.0,0.2318106,-89.21256,7.86682,875111300.0,0.4717889,-47.94678,0.1210516,36.53167890137043
108800,0.535,778036600000.0,0.0,0.02217613,134.0519,12.95854,28855060000.0,0.4075491,138.2811,0.2196736,112.67044356961708
108900,0.559,160694100000.0,0.0,0.1864712,-83.26018,7.553891,1307121000.0,0.01286667,-90.58758,0.1290157,40.785830612425066
109000,0.581,1559553000000.0,0.0,0.434796,25.2584,8.67237,55577790000.0,0.1192209,-21.49948,0.08994599,178.34770346797262
109100,0.604,164816200000.0,0.0,0.4002743,141.4087,8.773105,1432297000.0,0.3209857,129.9486,0.1083131,43.91892760033453
109200,0.625,116681000000.0,0.0,0.2153579,78.75789,12.53054,596778700.0,0.4657305,110.7795,0.1257534,46.97869127422844
109300,0.645,304789500000.0,0.0,0.2456816,-158.6766,6.781074,4550625000.0,0.289058,-174.8666,0.05954492,64.9885692367392
109400,0.665,208449100000.0,0.0,0.2643033,-44.6402,8.218636,2280425000.0,0.4875163,-73.47438,0.2066372,53.21971194876834
109500,0.683,485288500000.0,0.0,0.3748194,-67.71172,10.41056,13613600000.0,0.08712095,-59.12172,0.121827,89.2407696447129
109600,0.702,266072500000.0,0.0,0.4225356,-29.01718,7.59371,3940922000.0,0.2929806,-49.71211,0.08518754,57.06784624610876
109700,0.72,166724700000.0,0.0,0.1849679,72.25497,10.68336,1312094000.0,0.4175375,76.74421,0.09437711,48.33066385880311
109800,0.736,104472000000.0,0.0,0.4875703,-122.5399,5.813207,393764500.0,0.3803426,-148.0152,0.08661572,29.28132526599628
109900,0.751,1386756000000.0,0.0,0.210596,126.8021,4.517601,51745860000.0,0.4693509,101.3026,0.1124948,145.68250470472043
110000,0.767,979490000000.0,0.0,0.3154402,-147.5308,9.302455,27143070000.0,0.08225032,-201.3287,0.0966271,122.55930941440802
110100,0.782,822242600000.0,0.0,0.02081964,50.34991,5.533222,22032630000.0,0.3717528,36.71319,0.05593348,132.2313174345298
110200,0.798,143218800000.0,0.0,0.1147653,147.2736,5.577841,961739400.0,0.5492132,189.5871,0.08394452,34.964808242448164
110300,0.813,199526200000.0,0.0,0.373626,-32.84946,7.28073,2548731000.0,0.2672915,-100.1789,0.09997556,49.15607951459403
110400,0.828,552077400000.0,0.0,0.2851965,166.8374,5.850694,14390680000.0,0.1707544,119.0455,0.1990823,75.99184425778422
110500,0.843,139636800000.0,0.0,0.1452665,95.04798,9.556287,1125526000.0,0.4112574,115.1673,0.1029481,46.45543101262728
110600,0.856,2328091000000.0,0.0,0.2585992,158.6742,7.509813,65135650000.0,0.4889274,116.5549,0.101737,172.927744997869
110700,0.87,475335200000.0,0.0,0.04901433,-46.73844,6.60896,8700021000.0,0.2833001,-57.35272,0.1262103,70.61077589881968
110800,0.884,191866900000.0,0.0,0.1095941,-41.22569,7.531001,1587804000.0,0.2540343,-84.56164,0.07149742,45.123183420985626
110900,0.898,221819600000.0,0.0,0.06074954,-148.5885,9.225247,3315675000.0,0.1541852,-166.6302,0.05627882,60.454080617376896
111000,0.911,142560800000.0,0.0,0.3603644,-106.8109,8.707948,514485100.0,0.1471263,-117.7461,0.05756253,37.41522382665374
111100,0.924,326587800000.0,0.0,0.3095837,23.2952,4.634366,6033848000.0,0.2563032,82.93814,0.05405723,71.26489945197959
111200,0.937,2540973000000.0,0.0,0.1281386,-76.38362,3.896096,59449740000.0,0.1859987,-6.179567,0.1227469,146.7458898382183
111300,0.951,144211500000.0,0.0,0.2263014,143.3934,11.34202,738590400.0,0.4362001,179.1141,0.1548896,56.95217035685226
111400,0.964,510505000000.0,0.0,0.1400439,-5.615837,4.840602,12326800000.0,0.5232636,36.14282,0.1482351,72.49497205162854
111500,0.977,168655300000.0,0.0,0.3326416,-78.45325,6.490689,1056568000.0,0.3319023,-17.18797,0.07572403,39.8704415783948
111600,0.99,208929600000.0,0.0,0.2774775,-99.89106,7.144041,1510011000.0,0.4305187,-149.7994,0.05619239,45.27349798881424
111700,1.002,296483100000.0,0.0,0.04151118,156.12,7.04457,3656108000.0,0.5490166,153.5636,0.08375928,57.39969067429341
111800,1.015,178237900000.0,0.0,0.402242,33.56822,6.384714,1254808000.0,0.2150051,69.49434,0.1040917,43.248337349360455
111900,1.027,279254400000.0,0.0,0.5337683,15.7302,5.012057,2714841000.0,0.1467454,60.9819,0.1344125,48.70244722453423
112000,1.039,111943800000.0,0.0,0.4926601,9.06096,6.47135,654669000.0,0.4060622,66.90017,0.1719127,43.32158186042616
112100,1.05,648634400000.0,0.0,0.08848893,-36.9019,8.956838,15383340000.0,0.2262929,-38.09319,0.1247251,94.50951702448624
112200,1.062,201836600000.0,0.0,0.1684627,-62.03903,8.246522,1461535000.0,0.1412804,-62.75557,0.1356673,54.013485015625335
112300,1.073,2978516000000.0,0.0,0.2517704,-23.44827,3.949424,53861820000.0,0.3771372,-44.49162,0.1418109,133.61142702896774
112400,1.085,173780100000.0,0.0,0.2518274,178.2905,4.472813,1010363000.0,0.1933197,144.092,0.1110201,37.37593473729399
112500,1.096,422668600000.0,0.0,0.2010132,-160.4255,6.77151,9077346000.0,0.4996562,-162.1248,0.0562522,86.73223187447454
112600,1.108,134586000000.0,0.0,0.1754494,41.08667,8.627926,560617200.0,0.3785892,7.150748,0.09057319,44.17386133099172
112700,1.12,110917500000.0,0.0,0.2298293,-88.87574,6.356598,289366600.0,0.2272601,-101.808,0.08863103,35.11207290912105
112800,1.131,122461600000.0,0.0,0.309461,62.04057,8.758934,450826900.0,0.4533716,43.35311,0.05177099,37.89188609672616
112900,1.142,841395100000.0,0.0,0.5549526,-40.92359,10.77662,26504980000.0,0.5214241,-13.71231,0.04737112,155.28738291164333
113000,1.154,262421900000.0,0.0,0.2374692,-108.481,5.370436,2348113000.0,0.1901661,-94.97794,0.06780548,48.621435767374216
113100,1.165,220292600000.0,0.0,0.03684225,42.15725,4.24021,1435035000.0,0.2135968,36.82415,0.06967123,39.45066726943672
113200,1.176,272897800000.0,0.0,0.4659664,-86.99009,7.869382,2087143000.0,0.2321756,-92.38508,0.09179738,55.25243335816177
113300,1.187,257039600000.0,0.0,0.07037085,107.7493,8.582095,2561382000.0,0.1326407,105.1298,0.05927168,57.58509353349169
113400,1.198,849180500000.0,0.0,0.2557484,-93.39326,6.240873,15972720000.0,0.2829081,-30.73838,0.04700607,119.50902348213394
113500,1.21,141253800000.0,0.0,0.07703435,50.40744,9.409528,571528500.0,0.2982493,117.0884,0.08137983,46.88368331104805
113600,1.221,105925400000.0,0.0,0.122922,178.7635,6.357295,451284900.0,0.2896513,153.5404,0.09587776,37.7843282492646
113700,1.232,118850200000.0,0.0,0.2061145,-125.6349,6.259377,464843600.0,0.331608,-120.0099,0.0817939,36.887992830627766
113800,1.243,116144900000.0,0.0,0.2384056,109.4091,3.826517,365370600.0,0.2552982,81.45864,0.1681793,35.785346959141016
113900,1.253,281190100000.0,0.0,0.1644742,137.5658,5.043753,2505028000.0,0.3118626,162.7977,0.1401353,51.57893727760308
114000,1.264,181970100000.0,0.0,0.2229431,-66.75315,9.578169,937658000.0,0.2664705,0.5682427,0.1017713,55.07459846760281
114100,1.274,540754300000.0,0.0,0.3073117,-43.01232,5.154791,6811874000.0,0.2445649,-54.0269,0.1401851,67.12271510126764
114200,1.285,260016000000.0,0.0,0.3533346,27.22561,4.505362,2390295000.0,0.04756658,21.0096,0.1820566,51.3862008326421
114300,1.295,739605300000.0,0.0,0.2330772,-46.34957,4.163188,22646390000.0,0.4638135,-10.5569,0.06865389,116.73763711571831
114400,1.306,133045400000.0,0.0,0.08325471,29.7051,7.780228,462986200.0,0.4578035,-31.86666,0.1184386,47.72463660267336
114500,1.316,743019100000.0,0.0,0.3106215,-61.77574,8.053709,14882300000.0,0.4906787,-93.67489,0.2594726,101.06636764797892
114600,1.326,360578600000.0,0.0,0.2665177,20.40494,4.528859,3355135000.0,0.1017815,6.877615,0.05717906,56.06566172163375
114700,1.337,121618600000.0,0.0,0.2137242,141.5512,4.121245,430594600.0,0.2656327,145.1805,0.09396645,32.52081456243282
114800,1.348,112979600000.0,0.0,0.1991592,-95.43819,8.241328,287040400.0,0.1806595,-111.2811,0.08138154,42.38134561461328
114900,1.358,200447200000.0,0.0,0.1297594,91.2787,12.52976,1220305000.0,0.04594611,123.8823,0.04078546,56.415789672123424
115000,1.368,395366600000.0,0.0,0.1438834,82.1125,3.402077,6321544000.0,0.3064574,93.94091,0.09377135,60.53679100850047
115100,1.378,559757600000.0,0.0,0.1968599,61.70685,5.945429,9745396000.0,0.3672589,13.02092,0.1377771,77.57933255257518
115200,1.389,102329300000.0,0.0,0.1713593,132.7803,9.13718,247741100.0,0.3739402,139.2209,0.09983129,47.12552420956349
115300,1.399,247742200000.0,0.0,0.1979029,-8.361786,8.778584,1812123000.0,0.2644104,-53.37529,0.09763403,60.29957738507157
115400,1.409,22855990000000.0,0.0,0.2584361,179.8055,4.127731,123896600000.0,0.2547056,170.0989,0.1362181,206.71247370354112
115500,1.419,952796200000.0,0.0,0.4337397,29.94325,4.129329,36517880000.0,0.382962,-17.74502,0.08611209,132.77393483205557
115600,1.429,22750970000000.0,0.0,0.3118218,71.59426,4.394248,111221600000.0,0.4153856,121.5341,0.08798749,230.96873137039137
115700,1.44,165577000000.0,0.0,0.3303568,-88.82931,7.27302,797746900.0,0.06893971,-105.7269,0.07358285,45.401786558129785
115800,1.45,583445100000.0,0.0,0.231217,19.87769,3.657271,10516640000.0,0.3912167,56.38754,0.06531065,84.09753658660856
115900,1.46,656145300000.0,0.0,0.1241756,-175.0646,5.17554,6839778000.0,0.2167393,-144.522,0.03630341,89.43654875944642
116000,1.47,204644500000.0,0.0,0.02075513,-130.9513,7.926695,882315300.0,0.2559387,-78.49641,0.09358578,52.94758234578966
116100,1.481,130617100000.0,0.0,0.01893173,-79.72485,6.096466,354703400.0,0.0742408,-127.5075,0.1673725,48.98377184710445
116200,1.491,835603000000.0,0.0,0.3656406,133.4468,6.475173,18379810000.0,0.4272473,125.7025,0.07155249,110.65404128455307
116300,1.501,1122018000000.0,0.0,0.355727,150.5141,5.101506,29468780000.0,0.2849127,173.7484,0.04313517,163.5824717186359
116400,1.512,105438700000.0,0.0,0.3082655,-166.3221,4.27872,458657300.0,0.2431394,-174.4951,0.1160072,36.15816489991098
116500,1.522,178237900000.0,0.0,0.102101,85.30209,4.1807,808783300.0,0.2248834,54.39386,0.1044164,39.75742428901251
116600,1.532,179887100000.0,0.0,0.2132237,176.4984,2.986062,911068500.0,0.007726805,124.8499,0.05438223,33.77552903167281
116700,1.542,211348900000.0,0.0,0.0899055,-27.63337,4.252671,1319096000.0,0.2062572,-2.985977,0.1155713,44.410810041581406
116800,1.552,336511600000.0,0.0,0.2084773,66.94037,4.715556,3097272000.0,0.2143083,38.54628,0.1117386,55.31035022743125
116900,1.562,205116200000.0,0.0,0.1897782,-57.72349,4.051467,1073370000.0,0.5959341,-17.71032,0.08446999,40.073983347762905
117000,1.572,462381000000.0,0.0,0.1492668,-137.5495,4.290285,6181129000.0,0.3268134,-90.42231,0.07564647,67.25497699116315
117100,1.583,115877700000.0,0.0,0.2226954,-12.88124,4.372533,467929500.0,0.3880877,-77.83351,0.09752718,36.08101372227396
117200,1.593,348337300000.0,0.0,0.1327612,93.13422,3.513325,2856216000.0,0.2205519,57.53274,0.1145998,50.06728097402458
117300,1.603,200447200000.0,0.0,0.2513119,-9.393966,4.021345,1069357000.0,0.4615459,-40.92607,0.1094047,42.24913380259854
117400,1.613,142560800000.0,0.0,0.1917097,-146.8223,4.976271,403437000.0,0.3925281,-203.5897,0.09553912,39.48542586848054
117500,1.623,190546100000.0,0.0,0.2877362,103.466,5.035858,793661600.0,0.04364185,121.5657,0.06979355,40.73889203807924
117600,1.633,554625700000.0,0.0,0.4033897,-148.7905,3.034328,9663891000.0,0.3527532,-103.1136,0.04473894,93.27963259618484
117700,1.644,100000000000.0,0.0,0.1574798,176.6696,4.702486,259245600.0,0.1829002,220.1307,0.07479574,32.97867637190167
117800,1.654,138038400000.0,0.0,0.2867953,-139.5937,8.345782,563859000.0,0.3481481,-217.7301,0.09824456,52.514081729076175
117900,1.664,168655300000.0,0.0,0.1753283,-72.43611,4.098553,694869600.0,0.499883,-131.8938,0.0744719,36.97643869321121
118000,1.674,147231300000.0,0.0,0.1479125,-116.4454,6.476655,602764300.0,0.3543934,-93.34367,0.1234137,50.43683246483742
118100,1.684,108143400000.0,0.0,0.04347589,39.47848,4.024992,352597900.0,0.5337141,43.2648,0.07875531,32.59193648751638
118200,1.694,343557900000.0,0.0,0.1019756,-48.34128,3.723378,3633492000.0,0.309536,-62.55453,0.120422,54.53042814239871
118300,1.704,1573983000000.0,0.0,0.2542115,-156.9072,3.068463,39672290000.0,0.08819753,-169.6613,0.07047833,149.97301158453877
118400,1.715,224905500000.0,0.0,0.1924142,-88.94562,5.557528,867356100.0,0.3431387,-85.78407,0.1468339,54.93113092502872
118500,1.725,152054800000.0,0.0,0.2846946,18.95672,4.885432,608142600.0,0.2985317,-87.34655,0.04106864,35.88622147437121
118600,1.735,816582400000.0,0.0,0.3211659,-53.91147,3.99773,15120030000.0,0.2128531,-70.78784,0.04669562,114.98958849713618
118700,1.746,113240000000.0,0.0,0.1013439,138.1415,2.202044,330312100.0,0.1500712,163.148,0.04657145,24.249689199370096
118800,1.756,213304500000.0,0.0,0.2814966,31.0013,4.997933,1036094000.0,0.2198021,49.60579,0.05572013,42.84419685936879
118900,1.767,112719700000.0,0.0,0.2263859,-52.89592,3.022352,385758400.0,0.3096584,-67.77554,0.1115908,32.9865154779821
119000,1.777,181134000000.0,0.0,0.431889,-19.31992,8.139637,1034789000.0,0.3639167,-26.29183,0.05663962,51.37451522238538
119100,1.788,239883300000.0,0.0,0.1518186,121.8382,6.039667,1533710000.0,0.256562,166.0174,0.06856552,51.3943927374803
119200,1.799,111429500000.0,0.0,0.2579465,82.0054,3.939674,322751600.0,0.1866364,40.38761,0.06163395,31.06998588696808
119300,1.809,122461600000.0,0.0,0.342304,-68.8426,4.682558,457385500.0,0.3168032,-16.3498,0.1039107,40.53715534910764
119400,1.819,152054800000.0,0.0,0.2880864,-119.4183,3.291476,687570100.0,0.04688991,-85.32807,0.1393966,40.336168573738014
119500,1.83,117219500000.0,0.0,0.2339026,100.9417,2.879323,504571500.0,0.5522444,128.3735,0.08698572,31.588890015794156
119600,1.84,190985300000.0,0.0,0.1146597,90.79379,7.582894,638265600.0,0.5211567,35.93952,0.07810904,52.52204112109538
119700,1.85,277971300000.0,0.0,0.240643,20.84292,4.372169,1649364000.0,0.4198413,33.85088,0.09296476,49.434751660455866
119800,1.861,130617100000.0,0.0,0.1496983,16.78108,5.242803,366709900.0,0.4943503,5.363388,0.06122043,37.1024003783005
119900,1.871,434510200000.0,0.0,0.103619,148.3061,3.398293,5455590000.0,0.333857,144.2237,0.14767,61.70964711208217
120000,1.881,514043700000.0,0.0,0.2470952,113.457,3.305303,6116284000.0,0.6654815,113.7325,0.1531712,64.08546530754516
120100,1.892,1013911000000.0,0.0,0.2188147,16.76399,5.405888,17420930000.0,0.431895,4.91949,0.09909879,102.7742376935299
120200,1.903,354813400000.0,0.0,0.3060701,-47.72448,4.754002,2400512000.0,0.2186695,-48.15143,0.1183308,58.72379836075695
120300,1.914,109395600000.0,0.0,0.2352171,97.03458,3.489022,259611100.0,0.3762729,125.3446,0.08146031,32.104159110856784
120400,1.924,395366600000.0,0.0,0.1477348,96.06651,3.378322,3701828000.0,0.4743508,88.89518,0.10544,55.82776085541055
120500,1.934,544502700000.0,0.0,0.1087184,5.2996,3.534662,7180273000.0,0.2355995,-17.51891,0.08578322,70.12084634542963
120600,1.945,204644500000.0,0.0,0.1305423,7.11643,2.683499,1135655000.0,0.3328902,45.49755,0.03792506,39.63595315700908
120700,1.956,138995300000.0,0.0,0.1198425,52.77928,6.613656,393494500.0,0.37659,109.1687,0.06043154,42.97565962661029
120800,1.967,115611200000.0,0.0,0.1043943,-141.9473,6.193875,320898100.0,0.2281548,-122.4705,0.06882247,41.41631595075589
120900,1.977,179887100000.0,0.0,0.3850341,-27.85425,4.235965,754651000.0,0.329721,-4.194068,0.08958095,42.73720290241826
121000,1.988,165958700000.0,0.0,0.1577067,-169.7299,6.894265,850365400.0,0.3226334,-156.4744,0.05099994,47.15466391698559
121100,1.999,244906300000.0,0.0,0.2541405,133.2152,5.127863,1453672000.0,0.4509653,134.1179,0.08312543,51.46372744066282
121200,2.01,149279400000.0,0.0,0.05706619,137.5165,3.68104,625547600.0,0.4964195,126.5894,0.06546741,36.14087157452568
121300,2.021,127057400000.0,0.0,0.2380292,32.10678,6.888332,402862600.0,0.2965225,-19.2683,0.07387481,46.50117485211662
121400,2.032,110407900000.0,0.0,0.218474,177.7016,6.41724,349553400.0,0.06009905,194.4851,0.08177207,44.87465303315798
121500,2.042,814704300000.0,0.0,0.3048874,-86.45579,6.342675,12089180000.0,0.4398313,-89.10837,0.03452518,122.80723441709094
121600,2.054,181134000000.0,0.0,0.1153294,-93.96111,9.346509,673046700.0,0.2457388,-55.60029,0.1025119,65.9538284819691
121700,2.064,269153500000.0,0.0,0.1902989,143.0156,3.205678,1531882000.0,0.4709248,170.9312,0.04902219,44.55485592623948
121800,2.075,165577000000.0,0.0,0.3293829,-110.9809,7.339043,554134100.0,0.2743191,-97.40176,0.08561674,54.16280017369156
121900,2.085,503500600000.0,0.0,0.1914665,-56.99933,3.687356,6147979000.0,0.507432,-67.28027,0.05541407,74.25162715605494
122000,2.096,135831300000.0,0.0,0.3372626,-130.9043,3.227432,376403700.0,0.3229734,-141.5966,0.04975379,30.662157392814628
122100,2.107,114815400000.0,0.0,0.127442,-85.28785,3.093767,372096700.0,0.3470545,-110.4986,0.08875713,33.73278177868998
122200,2.118,114025000000.0,0.0,0.1174461,153.8672,4.360448,429690300.0,0.136579,98.99269,0.04784285,34.16287375247112
122300,2.128,174984700000.0,0.0,0.2521035,126.5878,6.03407,773659000.0,0.2812905,113.2899,0.1156983,55.65299675354638
122400,2.139,104712900000.0,0.0,0.2169307,-160.2701,3.678601,299907200.0,0.3086807,-87.65091,0.05406566,30.97711907774864
122500,2.15,181970100000.0,0.0,0.2631003,-134.319,3.742271,600276300.0,0.1179634,-74.63013,0.1286796,46.13035605983806
122600,2.161,603948600000.0,0.0,0.1638182,143.9964,6.196093,8640714000.0,0.2020258,162.7347,0.08975943,87.7771315273604
122700,2.172,660693400000.0,0.0,0.3358771,98.94663,4.960738,10428810000.0,0.5845116,116.443,0.03893265,108.27057811727994
122800,2.183,480839300000.0,0.0,0.0002801683,-16.92028,2.484195,3433354000.0,0.2765459,-30.82308,0.09511598,53.55130237545969
122900,2.195,104231700000.0,0.0,0.2044405,50.57693,5.311569,314180100.0,0.4740388,42.45164,0.0313548,33.1787145080723
123000,2.207,100461600000.0,0.0,0.1140329,-127.7979,2.260713,309885600.0,0.3153371,-167.5687,0.06414341,27.07321649870413
123100,2.218,171395700000.0,0.0,0.2635564,-110.5367,4.771354,469900600.0,0.2411166,-60.79591,0.1165408,49.72438380433943
123200,2.23,157398300000.0,0.0,0.349366,-86.35278,5.763508,586535400.0,0.01656779,-92.86177,0.1565652,59.03763069444666
